IDfg,Season,Age,G,PA
9926,2015,30,30,0
9939,2015,30,7,1
9943,2015,30,7,0
9958,2015,28,3,2
9975,2015,31,53,0
10066,2015,24,33,0
10075,2015,27,12,0
10078,2015,28,6,0
10133,2015,27,69,0
10171,2015,25,8,0
10174,2015,25,6,0
10233,2015,27,65,1
10234,2015,28,67,0
10258,2015,31,13,0
10261,2015,31,64,0
10267,2015,28,42,0
10291,2015,27,32,0
10307,2015,24,15,0
10314,2015,25,34,2
10315,2015,25,26,0
10326,2015,27,2,0
10330,2015,24,6,0
10343,2015,27,60,0
10386,2015,24,22,0
10430,2015,25,22,0
10481,2015,27,73,0
10498,2015,26,17,0
10534,2015,27,62,0
10558,2015,25,27,0
10586,2015,26,55,2
10591,2015,25,4,0
10606,2015,26,1,0
10637,2015,28,39,2
10657,2015,23,17,0
10688,2015,26,24,3
10706,2015,27,5,1
10732,2015,24,31,0
10745,2015,25,68,1
10835,2015,26,2,0
10836,2015,26,5,0
10855,2015,24,59,0
10938,2015,27,15,0
10962,2015,25,5,0
10976,2015,27,28,0
10982,2015,26,4,0
11050,2015,27,5,0
11166,2015,23,5,0
11189,2015,23,19,0
11193,2015,25,17,0
11209,2015,24,1,2
11240,2015,27,3,0
11243,2015,27,40,0
11250,2015,26,20,0
11341,2015,25,6,0
11384,2015,25,36,0
11387,2015,26,11,0
11397,2015,26,13,0
11402,2015,23,1,1
11424,2015,25,4,2
11426,2015,26,53,0
11432,2015,26,5,0
11442,2015,22,2,2
11449,2015,26,26,0
11467,2015,23,3,2
11468,2015,23,1,2
11479,2015,24,20,1
11490,2015,22,41,0
11506,2015,24,9,0
11509,2015,26,39,0
11528,2015,26,35,3
11571,2015,24,4,0
11632,2015,26,22,0
11652,2015,30,1,0
11663,2015,24,21,0
11680,2015,24,2,2
11710,2015,27,75,0
11712,2015,26,35,1
11720,2015,26,62,1
11752,2015,23,7,0
11753,2015,23,16,0
11760,2015,26,12,0
11801,2015,24,57,0
11804,2015,26,32,1
11827,2015,31,31,0
11828,2015,26,13,2
11847,2015,29,24,0
11867,2015,27,4,0
11903,2015,22,5,0
11928,2015,25,20,0
12022,2015,25,25,1
12042,2015,25,39,0
12056,2015,25,6,0
12076,2015,23,49,0
12095,2015,24,59,0
12118,2015,23,7,1
12165,2015,25,11,0
12182,2015,25,25,1
12183,2015,26,70,0
12185,2015,22,1,0
12232,2015,27,7,0
12235,2015,26,77,3
12237,2015,25,2,0
12240,2015,26,1,0
12253,2015,26,4,0
12264,2015,25,8,0
12272,2015,25,13,2
12277,2015,27,1,0
12297,2015,25,13,0
12304,2015,26,18,2
12360,2015,26,57,0
12361,2015,27,27,0
12364,2015,26,1,0
12385,2015,24,8,0
12499,2015,26,4,0
12515,2015,26,6,0
12520,2015,25,6,0
12537,2015,25,8,0
12555,2015,25,35,2
12562,2015,24,17,0
12669,2015,25,4,0
12673,2015,26,22,0
12675,2015,26,11,0
12691,2015,25,9,3
12718,2015,22,2,0
12760,2015,24,5,2
12774,2015,24,21,0
12799,2015,24,15,3
12800,2015,25,17,0
12801,2015,25,2,0
12833,2015,25,2,0
12854,2015,23,40,1
12857,2015,24,8,0
12863,2015,25,32,0
12870,2015,25,27,1
12876,2015,24,13,0
12890,2015,23,18,0
12910,2015,24,69,0
12962,2015,22,2,0
12982,2015,22,11,0
12988,2015,25,66,3
13048,2015,34,20,3
13071,2015,29,31,0
13143,2015,22,11,2
13144,2015,25,40,0
13164,2015,22,21,3
13172,2015,25,70,0
13287,2015,25,16,3
13293,2015,25,14,1
13323,2015,24,11,0
13360,2015,23,34,0
13398,2015,24,18,0
13401,2015,24,21,0
13415,2015,24,24,0
13418,2015,24,1,0
13424,2015,24,20,0
13431,2015,24,4,0
13442,2015,24,47,0
13485,2015,22,14,0
13604,2015,25,2,0
13607,2015,23,5,1
13685,2015,23,7,0
13713,2015,25,25,0
13758,2015,24,10,0
13763,2015,23,13,0
13764,2015,20,68,0
13796,2015,24,3,3
13911,2015,25,64,0
13974,2015,25,13,0
14077,2015,26,7,0
14107,2015,24,25,0
14120,2015,21,22,2
14139,2015,22,9,0
14239,2015,26,6,0
14272,2015,24,1,0
14309,2015,22,7,0
14443,2015,34,2,0
14470,2015,25,7,0
14527,2015,22,2,3
14663,2015,23,14,0
14696,2015,22,68,0
14699,2015,24,6,0
14741,2015,25,11,0
14867,2015,23,17,0
15010,2015,23,48,0
15033,2015,23,31,0
15046,2015,22,48,0
15051,2015,22,13,0
15089,2015,24,31,0
15440,2015,24,13,0
15467,2015,23,1,0
15514,2015,24,21,0
15671,2015,29,19,0
15684,2015,20,18,0
15890,2015,21,11,2
16137,2015,22,26,3
16215,2015,22,7,0
17233,2015,24,23,0
18,2016,28,62,0
36,2016,29,54,0
99,2016,29,8,0
404,2016,35,30,2
494,2016,39,67,0
521,2016,39,67,0
739,2016,37,2,0
888,2016,31,3,0
1122,2016,41,10,0
1137,2016,34,11,2
1157,2016,29,33,0
1245,2016,41,31,1
1246,2016,30,58,0
1247,2016,30,34,0
1259,2016,36,19,0
1333,2016,29,2,0
1345,2016,30,70,2
1368,2016,32,45,0
1437,2016,38,51,0
1581,2016,29,44,0
1642,2016,34,61,0
1663,2016,38,68,1
1776,2016,35,2,0
1852,2016,35,63,1
1886,2016,33,10,0
1918,2016,39,18,0
1984,2016,31,9,0
2074,2016,36,38,0
2134,2016,32,8,0
2141,2016,34,6,3
2170,2016,37,44,0
2237,2016,34,61,1
2332,2016,40,31,2
2391,2016,28,54,1
2413,2016,28,19,0
2540,2016,28,9,0
2646,2016,29,8,0
2660,2016,29,54,0
2692,2016,30,20,0
2859,2016,30,16,2
2873,2016,35,62,0
2882,2016,26,27,0
2895,2016,28,53,0
2951,2016,28,10,0
3096,2016,28,72,0
3132,2016,31,70,1
3192,2016,31,66,0
3196,2016,37,34,1
3237,2016,27,16,0
3240,2016,28,69,0
3281,2016,32,54,0
3321,2016,33,34,0
3357,2016,32,16,0
3397,2016,32,45,1
3547,2016,26,1,1
3548,2016,27,53,0
3555,2016,32,53,0
3656,2016,33,65,1
3677,2016,31,7,0
3832,2016,32,3,1
3840,2016,33,81,0
3886,2016,33,28,1
3895,2016,25,43,0
3926,2016,32,39,0
3950,2016,26,5,0
4001,2016,25,52,0
4053,2016,28,16,0
4064,2016,33,14,0
4070,2016,31,55,1
4079,2016,30,53,0
4089,2016,30,7,0
4090,2016,32,59,0
4257,2016,31,2,0
4259,2016,31,70,0
4264,2016,31,75,0
4301,2016,28,66,0
4359,2016,28,1,0
4363,2016,35,15,0
4544,2016,35,13,0
4682,2016,35,60,0
4696,2016,30,71,0
4759,2016,32,66,0
4776,2016,29,27,2
4849,2016,35,75,0
4878,2016,25,71,0
4891,2016,37,50,0
4920,2016,26,11,0
4971,2016,31,75,0
4994,2016,30,57,1
5003,2016,29,66,0
5028,2016,30,16,0
5057,2016,30,2,1
5070,2016,30,37,1
5088,2016,30,5,0
5089,2016,29,1,0
5114,2016,26,78,0
5200,2016,28,2,0
5203,2016,32,24,0
5221,2016,31,19,1
5224,2016,31,17,0
5231,2016,29,2,1
5279,2016,28,30,3
5358,2016,27,64,1
5372,2016,27,32,1
5386,2016,27,1,1
5401,2016,28,10,0
5420,2016,28,73,1
5448,2016,32,62,0
5498,2016,25,43,0
5508,2016,32,33,0
5525,2016,31,66,0
5535,2016,33,6,0
5559,2016,31,1,0
5595,2016,27,2,0
5640,2016,31,69,0
5705,2016,32,9,0
5746,2016,31,39,0
5766,2016,25,37,0
5791,2016,28,2,0
5830,2016,27,46,3
5861,2016,34,30,0
5876,2016,28,40,3
5975,2016,35,37,0
5985,2016,26,79,2
6033,2016,26,72,0
6109,2016,26,1,0
6166,2016,33,3,0
6200,2016,31,4,0
6216,2016,28,73,0
6244,2016,33,7,0
6283,2016,33,40,2
6324,2016,30,2,0
6329,2016,31,4,0
6398,2016,26,44,0
6435,2016,28,35,0
6475,2016,31,58,0
6483,2016,30,62,0
6499,2016,29,21,0
6562,2016,28,5,0
6612,2016,30,70,0
6627,2016,30,71,0
6632,2016,29,25,0
6653,2016,33,44,0
6655,2016,28,57,0
6661,2016,27,57,0
6697,2016,29,15,0
6780,2016,30,16,0
6785,2016,31,70,0
6819,2016,27,54,0
6832,2016,29,7,0
6865,2016,31,53,0
6911,2016,31,7,0
6941,2016,32,70,0
6943,2016,32,40,0
6983,2016,28,57,0
6984,2016,29,17,1
6986,2016,31,33,3
7005,2016,27,72,0
7024,2016,32,24,1
7108,2016,31,15,0
7119,2016,26,1,0
7146,2016,29,70,0
7158,2016,31,6,1
7161,2016,27,46,0
7293,2016,36,69,0
7385,2016,31,62,0
7396,2016,30,33,3
7407,2016,30,7,0
7411,2016,29,19,0
7416,2016,33,54,0
7441,2016,30,45,0
7450,2016,30,12,2
7466,2016,30,26,0
7474,2016,30,18,0
7501,2016,31,63,0
7525,2016,30,12,0
7550,2016,29,57,0
7555,2016,29,60,0
7558,2016,32,34,0
7624,2016,33,72,0
7677,2016,27,18,0
7754,2016,31,31,0
7773,2016,32,67,1
7803,2016,29,23,0
7836,2016,27,72,0
7841,2016,32,73,1
7853,2016,30,6,0
7872,2016,29,1,1
7960,2016,32,14,1
8007,2016,28,6,0
8041,2016,33,2,0
8044,2016,33,3,0
8048,2016,26,53,0
8073,2016,29,64,0
8110,2016,28,75,0
8180,2016,26,67,0
8223,2016,28,4,3
8241,2016,31,62,0
8245,2016,33,64,2
8258,2016,32,26,0
8268,2016,33,64,0
8280,2016,32,60,0
8302,2016,27,70,0
8350,2016,29,67,0
8402,2016,28,27,0
8410,2016,27,44,0
8490,2016,28,37,0
8501,2016,29,35,0
8580,2016,29,40,1
8600,2016,34,55,4
8823,2016,29,14,1
8844,2016,30,69,0
8887,2016,31,8,0
8992,2016,29,57,2
9033,2016,28,70,0
9037,2016,28,18,0
9059,2016,33,68,0
9073,2016,29,41,0
9080,2016,28,25,0
9121,2016,26,4,0
9137,2016,28,5,0
9149,2016,26,3,2
9174,2016,26,10,3
9178,2016,26,14,2
9227,2016,41,50,0
9239,2016,29,62,0
9286,2016,29,31,2
9309,2016,28,11,0
9325,2016,30,67,1
9346,2016,31,18,0
9417,2016,30,6,0
9434,2016,28,26,2
9456,2016,29,67,0
9486,2016,31,57,0
9490,2016,28,59,0
9628,2016,31,3,2
9654,2016,27,42,0
9674,2016,28,55,0
9720,2016,30,61,0
9756,2016,28,2,0
9761,2016,28,20,0
9780,2016,28,5,0
9784,2016,28,6,0
9817,2016,33,40,0
9866,2016,29,30,0
9877,2016,29,2,0
9894,2016,29,4,1
9919,2016,29,7,1
9926,2016,31,6,0
9939,2016,31,54,0
9948,2016,31,51,0
9975,2016,32,50,0
10029,2016,25,11,0
10044,2016,28,5,0
10066,2016,25,63,1
10075,2016,28,23,0
10133,2016,28,27,0
10171,2016,26,33,0
10185,2016,25,18,0
10190,2016,24,10,0
10233,2016,28,59,0
10234,2016,29,24,1
10240,2016,27,1,0
10258,2016,32,8,0
10261,2016,32,36,0
10265,2016,28,4,0
10267,2016,29,10,0
10285,2016,27,20,1
10291,2016,28,20,0
10302,2016,28,4,0
10314,2016,26,64,0
10315,2016,26,65,2
10337,2016,24,25,2
10341,2016,25,11,0
10343,2016,28,21,0
10387,2016,25,13,0
10430,2016,26,66,2
10481,2016,28,37,1
10510,2016,26,68,0
10528,2016,28,6,2
10529,2016,27,26,1
10534,2016,28,9,0
10558,2016,26,1,0
10586,2016,27,80,0
10591,2016,26,17,0
10620,2016,26,4,0
10636,2016,25,8,0
10637,2016,29,58,0
10688,2016,27,67,0
10732,2016,25,9,1
10745,2016,26,45,1
10756,2016,27,50,2
10796,2016,29,16,0
10835,2016,27,25,0
10855,2016,25,37,0
10887,2016,27,8,0
10962,2016,26,2,1
10976,2016,28,26,1
10982,2016,27,5,0
10983,2016,27,4,0
11132,2016,28,23,2
11203,2016,28,25,1
11240,2016,28,9,0
11294,2016,27,24,2
11350,2016,27,19,0
11384,2016,26,29,0
11387,2016,27,27,0
11388,2016,26,12,0
11394,2016,27,16,0
11423,2016,27,32,2
11432,2016,27,36,3
11440,2016,23,13,0
11449,2016,27,5,0
11457,2016,27,37,3
11479,2016,25,5,0
11487,2016,24,12,0
11502,2016,24,2,0
11509,2016,27,15,0
11528,2016,27,59,0
11543,2016,27,6,0
11571,2016,25,34,0
11580,2016,28,3,0
11632,2016,27,38,0
11663,2016,25,5,0
11681,2016,23,1,2
11691,2016,25,1,0
11710,2016,28,73,0
11712,2016,27,36,0
11716,2016,27,1,1
11720,2016,27,68,0
11752,2016,24,8,0
11753,2016,24,56,0
11760,2016,27,30,2
11801,2016,25,68,3
11804,2016,27,79,0
11827,2016,32,7,0
11836,2016,23,25,0
11903,2016,23,47,0
11928,2016,26,11,0
12022,2016,26,29,1
12027,2016,26,36,0
12042,2016,26,1,0
12076,2016,24,75,1
12093,2016,27,1,0
12095,2016,25,9,0
12118,2016,24,1,1
12166,2016,27,10,0
12181,2016,27,3,3
12182,2016,26,9,0
12183,2016,27,67,0
12220,2016,27,17,0
12232,2016,28,2,0
12235,2016,27,29,1
12237,2016,26,3,0
12253,2016,27,14,0
12264,2016,26,24,1
12277,2016,28,18,0
12297,2016,26,15,0
12304,2016,27,5,0
12323,2016,26,27,0
12360,2016,27,60,0
12361,2016,28,16,2
12385,2016,25,13,2
12572,2016,28,73,0
12586,2016,26,18,0
12638,2016,28,22,1
12673,2016,27,3,0
12675,2016,27,12,2
12691,2016,26,24,0
12730,2016,25,12,2
12763,2016,25,48,0
12768,2016,26,22,3
12781,2016,26,14,0
12790,2016,23,5,0
12799,2016,25,19,0
12800,2016,26,14,0
12808,2016,25,17,2
12831,2016,25,12,0
12833,2016,26,7,0
12854,2016,24,32,0
12857,2016,25,10,0
12863,2016,26,62,0
12876,2016,25,12,0
12890,2016,24,39,0
12910,2016,25,69,0
12917,2016,23,36,3
12938,2016,23,10,3
12962,2016,23,5,0
12970,2016,23,11,1
12975,2016,22,41,0
12982,2016,23,9,0
12988,2016,26,32,0
13042,2016,26,7,0
13048,2016,35,33,3
13133,2016,25,61,1
13143,2016,23,5,0
13150,2016,23,3,0
13164,2016,23,20,2
13166,2016,26,6,0
13172,2016,26,3,0
13188,2016,23,1,0
13194,2016,26,60,0
13211,2016,26,6,0
13218,2016,23,26,2
13276,2016,24,19,0
13287,2016,26,9,1
13293,2016,26,35,0
13322,2016,24,68,0
13323,2016,25,7,0
13331,2016,25,3,0
13339,2016,24,2,0
13345,2016,24,17,0
13360,2016,24,45,0
13393,2016,25,5,0
13394,2016,25,12,0
13395,2016,25,3,0
13403,2016,26,11,0
13418,2016,25,25,0
13424,2016,25,19,0
13427,2016,25,17,0
13442,2016,25,60,0
13449,2016,25,57,0
13485,2016,23,12,0
13528,2016,25,59,2
13533,2016,27,24,2
13580,2016,24,16,1
13606,2016,23,2,0
13607,2016,24,37,1
13654,2016,24,5,0
13685,2016,24,27,0
13688,2016,24,4,0
13713,2016,26,75,1
13736,2016,26,1,0
13758,2016,25,26,2
13761,2016,25,7,1
13763,2016,24,25,0
13764,2016,21,72,0
13767,2016,25,25,0
13780,2016,25,7,0
13796,2016,25,3,2
13799,2016,24,21,0
13834,2016,24,3,0
13891,2016,26,1,1
13911,2016,26,24,0
13942,2016,26,14,2
13974,2016,26,70,0
14016,2016,26,37,0
14093,2016,24,23,0
14200,2016,25,7,0
14239,2016,27,26,0
14295,2016,24,10,0
14379,2016,26,4,0
14391,2016,21,2,0
14411,2016,24,3,0
14444,2016,29,1,1
14470,2016,26,25,0
14506,2016,23,8,0
14524,2016,22,12,0
14542,2016,23,63,0
14556,2016,23,2,2
14605,2016,29,22,0
14663,2016,24,3,0
14665,2016,23,14,0
14696,2016,23,35,0
14697,2016,23,27,1
14699,2016,25,1,0
14710,2016,22,49,1
14741,2016,26,1,0
14814,2016,25,14,0
14844,2016,25,5,0
14857,2016,25,5,0
14914,2016,24,2,0
14957,2016,22,4,0
15010,2016,24,35,0
15033,2016,24,29,0
15046,2016,23,9,0
15051,2016,23,26,1
15089,2016,25,4,0
15094,2016,24,8,3
15100,2016,24,10,0
15126,2016,21,3,0
15240,2016,24,10,0
15293,2016,25,24,0
15301,2016,27,2,0
15306,2016,25,22,1
15423,2016,25,1,0
15440,2016,25,20,0
15451,2016,24,4,0
15542,2016,25,14,0
15594,2016,25,48,0
15627,2016,24,7,0
15671,2016,30,10,0
15684,2016,21,19,0
15764,2016,27,31,2
15846,2016,24,2,0
15873,2016,24,25,2
15890,2016,22,22,0
16017,2016,29,19,0
16137,2016,23,28,3
16507,2016,23,15,0
16588,2016,23,8,0
16684,2016,23,21,0
16877,2016,23,24,0
17233,2016,25,32,1
17237,2016,24,15,0
17418,2016,22,3,0
17526,2016,27,12,0
17695,2016,23,19,0
18311,2016,22,8,0
18719,2016,33,76,2
18,2017,29,49,0
36,2017,30,9,0
494,2017,40,61,0
521,2017,40,46,0
1118,2017,33,33,4
1157,2017,30,61,0
1246,2017,31,57,0
1247,2017,31,63,0
1330,2017,30,1,0
1345,2017,31,72,1
1368,2017,33,4,0
1437,2017,39,52,0
1514,2017,35,50,0
1581,2017,30,53,0
1642,2017,35,28,0
1837,2017,37,62,0
1852,2017,36,60,0
2047,2017,36,66,2
2072,2017,38,1,0
2170,2017,38,19,0
2237,2017,35,32,0
2660,2017,30,73,1
2826,2017,28,2,0
2873,2017,36,63,0
2882,2017,27,61,2
2895,2017,29,50,0
2951,2017,29,14,2
3132,2017,32,71,1
3192,2017,32,46,0
3196,2017,38,14,0
3201,2017,33,38,0
3220,2017,35,5,1
3240,2017,29,38,0
3281,2017,33,59,0
3284,2017,33,28,2
3299,2017,32,49,0
3321,2017,34,64,0
3397,2017,33,31,0
3543,2017,32,2,2
3548,2017,28,70,0
3555,2017,33,50,0
3656,2017,34,61,0
3815,2017,29,3,3
3840,2017,34,27,0
3862,2017,28,9,0
3926,2017,33,10,0
3970,2017,33,5,0
4001,2017,26,53,1
4020,2017,32,60,0
4026,2017,29,15,0
4064,2017,34,68,4
4070,2017,32,69,1
4079,2017,31,55,1
4080,2017,32,8,0
4090,2017,33,65,0
4168,2017,30,10,0
4259,2017,32,64,0
4264,2017,32,32,0
4300,2017,34,63,0
4301,2017,29,65,0
4363,2017,36,37,0
4544,2017,36,14,1
4676,2017,33,25,3
4682,2017,36,71,0
4696,2017,31,11,0
4759,2017,33,20,0
4772,2017,31,16,0
4776,2017,30,14,2
4878,2017,26,68,0
4891,2017,38,79,0
4972,2017,33,24,3
4994,2017,31,48,0
5003,2017,30,11,0
5070,2017,31,57,0
5114,2017,27,26,1
5178,2017,31,6,0
5203,2017,33,34,0
5224,2017,32,71,0
5257,2017,27,3,0
5279,2017,29,24,0
5358,2017,28,64,0
5498,2017,26,62,0
5525,2017,32,39,0
5530,2017,27,10,2
5640,2017,32,67,0
5746,2017,32,22,0
5766,2017,26,21,0
5861,2017,35,46,0
5867,2017,27,23,0
6033,2017,27,64,0
6175,2017,27,18,2
6178,2017,29,1,1
6216,2017,29,66,0
6230,2017,32,2,2
6238,2017,29,5,0
6316,2017,30,54,1
6324,2017,31,21,0
6483,2017,31,49,0
6499,2017,30,35,0
6612,2017,31,64,0
6627,2017,31,67,0
6655,2017,29,67,0
6661,2017,28,65,0
6697,2017,30,15,1
6785,2017,32,57,1
6819,2017,28,8,0
6832,2017,30,58,2
6941,2017,33,59,0
6983,2017,29,58,1
6984,2017,30,66,0
7005,2017,28,57,0
7059,2017,35,21,0
7146,2017,30,71,0
7196,2017,31,61,0
7293,2017,37,53,0
7312,2017,31,11,0
7385,2017,32,52,0
7396,2017,31,18,0
7407,2017,31,16,1
7410,2017,34,25,2
7441,2017,31,59,0
7450,2017,31,14,0
7466,2017,31,70,0
7501,2017,32,19,0
7525,2017,31,8,0
7531,2017,30,12,2
7541,2017,32,4,0
7550,2017,30,62,0
7555,2017,30,69,0
7624,2017,34,67,0
7677,2017,28,29,1
7725,2017,25,37,0
7731,2017,30,76,1
7754,2017,32,30,1
7773,2017,33,33,0
7803,2017,30,57,0
7836,2017,28,68,0
7841,2017,33,75,0
7872,2017,30,12,0
7882,2017,30,4,2
7947,2017,31,68,2
7982,2017,29,2,0
8007,2017,29,3,0
8041,2017,34,8,0
8073,2017,30,77,0
8110,2017,29,79,0
8180,2017,27,46,0
8185,2017,32,5,0
8241,2017,32,61,0
8245,2017,34,16,0
8258,2017,33,4,0
8280,2017,33,46,1
8302,2017,28,27,3
8350,2017,30,61,0
8410,2017,28,19,0
8421,2017,29,4,1
8461,2017,30,16,0
8490,2017,29,38,0
8501,2017,30,52,0
8504,2017,30,19,0
8536,2017,30,1,0
8823,2017,30,64,0
8846,2017,30,6,0
9013,2017,32,11,0
9029,2017,29,46,0
9033,2017,29,18,0
9037,2017,29,52,0
9059,2017,34,22,0
9073,2017,30,62,0
9080,2017,29,7,0
9111,2017,27,72,2
9119,2017,29,52,0
9121,2017,27,2,0
9149,2017,27,3,0
9227,2017,42,49,0
9239,2017,30,66,0
9243,2017,29,26,0
9286,2017,30,18,1
9309,2017,29,23,0
9325,2017,31,67,0
9346,2017,32,45,0
9419,2017,29,10,0
9425,2017,33,18,2
9434,2017,29,23,3
9456,2017,30,71,0
9486,2017,32,65,2
9490,2017,29,61,2
9492,2017,32,60,0
9559,2017,32,24,3
9654,2017,28,5,2
9674,2017,29,12,1
9761,2017,29,54,0
9784,2017,29,6,0
9794,2017,29,27,0
9817,2017,34,55,0
9866,2017,30,12,0
9901,2017,30,6,0
9939,2017,32,72,0
9948,2017,32,68,0
9975,2017,33,27,1
10021,2017,29,65,0
10044,2017,29,3,0
10066,2017,26,51,1
10123,2017,29,29,0
10133,2017,29,30,0
10160,2017,26,1,0
10171,2017,27,68,0
10190,2017,25,16,1
10233,2017,29,52,0
10234,2017,30,20,0
10265,2017,29,1,0
10267,2017,30,5,0
10285,2017,28,54,3
10291,2017,29,73,1
10297,2017,28,28,0
10302,2017,29,3,0
10315,2017,27,16,0
10341,2017,26,40,0
10343,2017,29,70,0
10387,2017,26,11,0
10430,2017,27,69,0
10500,2017,29,1,0
10510,2017,27,5,0
10534,2017,29,27,0
10586,2017,28,77,0
10591,2017,27,58,3
10637,2017,30,4,0
10745,2017,27,50,0
10756,2017,28,71,0
10796,2017,30,46,0
10843,2017,28,12,0
10855,2017,26,44,2
10925,2017,29,13,1
10946,2017,29,26,0
10982,2017,28,41,0
11121,2017,29,27,3
11137,2017,29,11,0
11203,2017,29,29,0
11294,2017,28,6,0
11346,2017,28,1,0
11384,2017,27,69,0
11388,2017,27,60,0
11394,2017,28,6,0
11426,2017,28,32,1
11428,2017,28,33,0
11440,2017,24,24,1
11457,2017,28,30,0
11468,2017,25,3,3
11479,2017,26,20,0
11487,2017,25,27,0
11490,2017,24,8,0
11502,2017,25,21,0
11506,2017,26,11,0
11528,2017,28,54,0
11543,2017,28,10,0
11596,2017,28,6,3
11604,2017,24,24,0
11632,2017,28,62,0
11686,2017,26,5,0
11710,2017,29,55,0
11712,2017,28,33,0
11716,2017,28,4,2
11720,2017,28,50,3
11743,2017,26,12,0
11752,2017,25,43,3
11753,2017,25,8,0
11769,2017,25,5,0
11776,2017,27,8,1
11801,2017,26,46,1
11804,2017,28,74,0
11828,2017,28,24,0
11863,2017,25,1,2
11903,2017,24,46,1
11964,2017,27,1,0
12022,2017,27,18,0
12027,2017,27,1,0
12076,2017,25,73,0
12166,2017,28,1,0
12182,2017,27,1,0
12183,2017,28,69,0
12185,2017,24,8,0
12235,2017,28,8,0
12237,2017,27,16,0
12249,2017,27,13,0
12277,2017,29,13,0
12297,2017,27,6,0
12360,2017,28,20,1
12452,2017,27,28,1
12499,2017,28,2,0
12537,2017,27,6,0
12555,2017,27,47,0
12562,2017,26,7,0
12572,2017,29,72,0
12586,2017,27,13,0
12638,2017,29,9,0
12673,2017,28,1,0
12691,2017,27,9,0
12703,2017,26,32,3
12756,2017,27,1,0
12763,2017,26,62,1
12768,2017,27,27,0
12774,2017,26,4,0
12777,2017,27,50,1
12790,2017,24,8,0
12800,2017,27,12,0
12803,2017,26,11,0
12804,2017,24,20,3
12808,2017,26,27,3
12828,2017,27,15,0
12857,2017,26,21,0
12863,2017,27,70,0
12876,2017,26,45,0
12890,2017,25,70,0
12905,2017,27,4,0
12910,2017,26,63,0
12917,2017,24,28,0
12938,2017,24,9,1
12963,2017,27,4,0
12988,2017,27,71,0
13042,2017,27,57,0
13048,2017,36,6,0
13058,2017,25,22,0
13119,2017,27,1,0
13128,2017,26,2,0
13133,2017,26,41,0
13150,2017,24,4,2
13172,2017,27,8,0
13182,2017,24,30,0
13188,2017,24,21,0
13194,2017,27,44,3
13211,2017,27,45,0
13287,2017,27,14,0
13293,2017,27,72,0
13313,2017,28,3,0
13322,2017,25,28,0
13323,2017,26,59,0
13331,2017,26,1,0
13345,2017,25,10,0
13346,2017,26,37,2
13360,2017,25,48,0
13394,2017,26,3,4
13395,2017,26,1,0
13418,2017,26,57,0
13420,2017,26,1,0
13424,2017,26,24,0
13435,2017,26,1,0
13442,2017,26,16,0
13449,2017,26,69,0
13475,2017,24,22,0
13485,2017,24,37,0
13528,2017,26,76,1
13530,2017,24,6,0
13533,2017,28,12,0
13549,2017,27,5,0
13560,2017,25,24,1
13572,2017,26,10,0
13580,2017,25,44,1
13607,2017,25,74,1
13619,2017,24,20,3
13654,2017,25,24,2
13674,2017,27,2,0
13684,2017,24,7,3
13685,2017,25,56,0
13688,2017,25,5,0
13699,2017,23,16,0
13713,2017,27,66,1
13758,2017,26,56,0
13763,2017,25,65,0
13764,2017,22,66,0
13780,2017,26,55,0
13799,2017,25,24,0
13801,2017,26,6,0
13892,2017,27,57,2
13911,2017,27,66,0
13974,2017,27,49,0
14016,2017,27,20,0
14033,2017,27,4,0
14093,2017,25,22,0
14107,2017,26,34,2
14120,2017,23,22,3
14139,2017,24,2,0
14165,2017,23,2,0
14200,2017,26,9,0
14212,2017,23,35,4
14239,2017,28,20,0
14241,2017,26,13,0
14272,2017,26,5,2
14295,2017,25,69,0
14309,2017,24,23,0
14382,2017,25,8,0
14391,2017,22,7,0
14449,2017,28,4,0
14470,2017,27,14,0
14508,2017,23,2,0
14510,2017,23,1,0
14524,2017,23,47,0
14527,2017,24,1,0
14532,2017,23,2,0
14542,2017,24,35,0
14552,2017,22,1,0
14605,2017,30,43,1
14665,2017,24,6,0
14672,2017,25,6,0
14681,2017,24,2,0
14696,2017,24,39,0
14710,2017,23,66,1
14711,2017,22,9,0
14739,2017,23,10,3
14741,2017,27,30,0
14771,2017,26,34,2
14776,2017,27,11,0
14812,2017,25,6,1
14814,2017,26,11,0
14825,2017,25,18,1
14832,2017,25,7,0
14844,2017,26,23,0
14860,2017,26,2,0
14874,2017,25,11,0
14875,2017,25,9,0
14899,2017,25,5,0
14914,2017,25,9,0
14966,2017,24,7,0
14974,2017,26,9,0
14986,2017,25,16,0
14996,2017,23,6,0
15006,2017,26,10,0
15007,2017,24,13,1
15010,2017,25,76,0
15028,2017,24,6,0
15033,2017,25,4,0
15036,2017,23,7,0
15042,2017,25,19,0
15046,2017,24,4,0
15051,2017,24,21,0
15091,2017,23,1,0
15100,2017,25,9,0
15101,2017,26,10,0
15118,2017,25,11,0
15124,2017,24,3,1
15126,2017,22,1,0
15130,2017,23,2,0
15157,2017,25,14,2
15179,2017,26,5,0
15200,2017,25,2,0
15215,2017,25,8,0
15231,2017,24,4,0
15232,2017,24,12,2
15239,2017,26,28,0
15240,2017,25,33,0
15258,2017,25,3,0
15264,2017,23,64,0
15267,2017,24,9,0
15285,2017,24,10,0
15290,2017,27,31,0
15306,2017,26,51,0
15378,2017,26,1,1
15423,2017,26,5,0
15451,2017,25,3,0
15458,2017,24,16,0
